company_name,stand_number,ai-start,ai-data-mess,mtd-volume,mtd-clients,margin,hiring,retention,burnout,docs,chasing,defensible-files,aml,disconnected,ai-roi,advisory,advisory-charge,winning,ai-team,cyber,penalties,frs102,portal,ai-govern,ai-skills,onboarding,month-end,bankfeeds,cpd,career,leadership,cashflow,pe,exit,outsource,niche,cross-border,rd,top_tags
Thomson Reuters,1710,0.60,0.80,0.90,0.30,0.20,0.00,0.00,0.40,0.90,0.30,0.70,0.50,0.60,0.80,0.20,0.00,0.00,0.30,0.40,0.60,0.30,0.50,0.40,0.20,0.40,0.50,0.30,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.00,0.40,0.30,mtd-volume(0.90)|docs(0.90)|ai-data-mess(0.80)
Tide,1411,0.00,0.00,0.70,0.30,0.00,0.00,0.00,0.20,0.30,0.60,0.50,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.30,0.40,0.00,0.30,0.00,0.00,0.50,0.60,0.80,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.30,0.00,disconnected(0.80)|bankfeeds(0.80)|mtd-volume(0.70)
TimeKeeper by Bright,1160,0.00,0.00,0.00,0.00,0.60,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,margin(0.60)|retention(0.30)|burnout(0.30)
Tipalti Europe,1034,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.30,0.80,0.60,0.60,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.30,0.00,0.00,0.80,0.80,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.00,aml(0.80)|month-end(0.80)|bankfeeds(0.80)
Tolley,580,0.60,0.30,0.80,0.30,0.20,0.00,0.00,0.30,0.20,0.10,0.30,0.20,0.20,0.60,0.10,0.00,0.00,0.40,0.10,0.70,0.60,0.10,0.20,0.60,0.20,0.20,0.00,0.80,0.30,0.20,0.00,0.00,0.00,0.00,0.00,0.30,0.40,mtd-volume(0.80)|cpd(0.80)|penalties(0.70)
Trullion,1570,0.60,0.80,0.30,0.00,0.30,0.00,0.00,0.60,0.80,0.30,0.80,0.00,0.60,0.60,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ai-data-mess(0.80)|docs(0.80)|defensible-files(0.80)
Unipaas,1274,0.30,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.60,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.80,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.30,0.00,chasing(0.80)|bankfeeds(0.80)|cashflow(0.80)
Unleashed Software,960,0.30,0.60,0.00,0.00,0.60,0.00,0.00,0.30,0.20,0.30,0.00,0.00,0.60,0.30,0.70,0.80,0.60,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.20,0.60,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.60,0.00,0.00,advisory-charge(0.80)|cashflow(0.80)|advisory(0.70)
Valid Value - Business Valuation Software,1501,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.80,0.00,0.30,0.00,0.00,pe(0.80)|exit(0.80)|advisory(0.60)
Valutico Business Valuation Software,1450,0.60,0.00,0.00,0.00,0.70,0.00,0.00,0.30,0.00,0.00,0.70,0.00,0.00,0.80,0.80,0.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.80,0.00,0.30,0.00,0.00,ai-roi(0.80)|advisory(0.80)|advisory-charge(0.80)
VAT IT,1375,0.00,0.00,0.60,0.30,0.30,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.20,0.00,0.40,0.40,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,mtd-volume(0.60)|penalties(0.50)|burnout(0.40)
Veritas,1084,0.30,0.70,0.30,0.00,0.00,0.00,0.00,0.40,0.80,0.40,0.60,0.00,0.50,0.20,0.00,0.00,0.00,0.20,0.30,0.00,0.00,0.00,0.20,0.00,0.30,0.40,0.20,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,docs(0.80)|ai-data-mess(0.70)|defensible-files(0.60)
Vertex Inc.,1925,0.30,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,cross-border(0.80)|mtd-volume(0.60)|penalties(0.60)
VFD Pro,1960,0.60,0.30,0.00,0.00,0.70,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.80,0.80,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.60,0.00,0.00,0.00,0.00,0.50,0.60,0.90,0.00,0.30,0.00,0.00,exit(0.90)|ai-roi(0.80)|advisory(0.80)
Visa,720,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.60,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.30,0.60,0.80,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.30,0.00,bankfeeds(0.80)|cashflow(0.80)|chasing(0.60)
VSiD Verify,1751,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.80,0.80,0.80,1.00,0.60,0.30,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.60,0.30,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,aml(1.00)|onboarding(1.00)|docs(0.80)
White Bull Solutions LLP,1775,0.00,0.00,0.70,0.00,0.60,0.80,0.30,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.20,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,outsource(1.00)|hiring(0.80)|burnout(0.80)
White Rose Finance Group,365,0.00,0.00,0.00,0.00,0.30,0.60,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.30,0.30,0.80,0.00,0.30,0.00,0.00,0.00,0.00,cashflow(0.80)|hiring(0.60)|cpd(0.60)
Willow Pay Ltd,1454,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.30,0.00,0.00,0.00,0.60,0.00,0.00,0.80,0.00,0.00,0.00,outsource(0.80)|cashflow(0.60)|margin(0.30)
Wolters Kluwer Tax & Accounting UK,1760,0.60,0.30,1.00,0.30,0.00,0.00,0.00,0.30,0.60,0.30,0.70,1.00,0.80,0.30,0.00,0.00,0.00,0.30,0.30,0.60,0.00,0.60,0.30,0.00,0.60,0.60,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,mtd-volume(1.00)|aml(1.00)|disconnected(0.80)
Workiro,1144,0.30,0.80,0.30,0.20,0.20,0.00,0.00,0.40,1.00,0.60,1.00,0.30,0.70,0.20,0.00,0.00,0.00,0.30,0.40,0.00,0.00,0.80,0.30,0.00,0.50,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,docs(1.00)|defensible-files(1.00)|ai-data-mess(0.80)
XBert,594,0.70,0.60,0.30,0.00,0.40,0.00,0.00,0.60,0.50,0.20,0.30,0.00,0.70,0.50,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ai-start(0.70)|disconnected(0.70)|ai-data-mess(0.60)
Xenon Connect,390,0.30,0.60,0.70,0.30,0.20,0.00,0.00,0.50,0.40,0.20,0.50,0.00,0.60,0.40,0.00,0.00,0.00,0.20,0.00,0.50,0.00,0.00,0.20,0.00,0.20,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,mtd-volume(0.70)|ai-data-mess(0.60)|disconnected(0.60)
Xero,940,0.60,0.70,0.80,0.50,0.30,0.00,0.00,0.40,0.60,0.50,0.60,0.20,0.70,0.50,0.40,0.20,0.30,0.30,0.30,0.50,0.20,0.40,0.20,0.20,0.40,0.60,0.60,0.20,0.00,0.00,0.50,0.00,0.00,0.30,0.20,0.30,0.10,mtd-volume(0.80)|ai-data-mess(0.70)|disconnected(0.70)
Xledger UK,1240,0.60,0.70,0.40,0.00,0.30,0.00,0.00,0.40,0.60,0.30,0.50,0.00,0.50,0.60,0.00,0.00,0.00,0.30,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,ai-data-mess(0.70)|month-end(0.70)|ai-start(0.60)
XU Magazine,510,0.30,0.00,0.20,0.20,0.20,0.20,0.20,0.10,0.00,0.00,0.00,0.20,0.00,0.30,0.20,0.20,0.20,0.10,0.20,0.30,0.30,0.00,0.20,0.30,0.00,0.00,0.00,0.80,0.40,0.20,0.20,0.20,0.10,0.10,0.20,0.20,0.20,cpd(0.80)|career(0.40)|ai-start(0.30)
Yempo Solutions,461,0.00,0.00,0.60,0.00,0.70,0.80,0.30,0.80,0.00,0.30,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.70,0.00,0.00,0.00,0.00,0.30,0.00,0.00,1.00,0.00,0.30,0.00,outsource(1.00)|hiring(0.80)|burnout(0.80)
Zahara,1874,0.60,0.70,0.00,0.00,0.40,0.00,0.30,0.60,0.70,0.50,0.60,0.00,0.70,0.60,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.40,0.40,0.00,0.30,0.50,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,ai-data-mess(0.70)|docs(0.70)|disconnected(0.70)
Zeal Tax,1372,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,advisory-charge(0.80)|advisory(0.60)|niche(0.60)
Zoho Corporation,1024,0.30,0.60,0.80,0.30,0.20,0.00,0.00,0.30,0.40,0.30,0.40,0.20,1.00,0.30,0.20,0.00,0.00,0.20,0.20,0.40,0.20,0.40,0.30,0.20,0.30,0.50,0.40,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.20,0.00,disconnected(1.00)|mtd-volume(0.80)|ai-data-mess(0.60)
AAT 224,224,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Accounts Payable Association,241,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.80,0.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,cpd(0.80)|career(0.70)|hiring(0.30)
ADP,410,0.00,0.00,0.00,0.00,0.00,0.30,0.60,0.80,0.00,0.00,0.00,0.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,outsource(1.00)|burnout(0.80)|aml(0.80)
Association of Chartered Certified Accountants,235,0.30,0.00,0.00,0.00,0.00,0.30,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.30,0.40,0.00,0.00,0.60,0.00,0.00,0.00,1.00,0.90,0.50,0.00,0.00,0.00,0.00,0.00,0.30,0.00,cpd(1.00)|career(0.90)|ai-skills(0.60)
Bluechain,130,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.20,0.00,0.60,0.30,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.60,0.00,0.00,0.20,0.60,0.80,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.30,0.00,bankfeeds(0.80)|chasing(0.60)|disconnected(0.60)
CA Financial Appointments,141,0.00,0.00,0.00,0.00,0.60,0.80,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.30,0.00,outsource(1.00)|hiring(0.80)|burnout(0.70)
Charted,245,0.30,0.60,0.00,0.00,0.00,0.00,0.30,0.60,0.60,0.30,0.60,0.00,0.80,0.60,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.30,0.00,month-end(1.00)|disconnected(0.80)|cashflow(0.80)
Charterpath - Official Charity Partner,434,0.00,0.00,0.00,0.00,0.00,0.60,0.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.70,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,retention(0.70)|cpd(0.70)|hiring(0.60)
CIMA,341,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.60,0.00,0.00,0.00,0.80,0.80,0.80,0.00,0.00,0.00,0.00,0.30,0.30,0.00,cpd(0.80)|career(0.80)|leadership(0.80)
Cooper Parry Digital,325,0.30,0.40,0.00,0.00,0.40,0.00,0.00,0.50,0.30,0.30,0.20,0.00,0.80,0.60,0.50,0.60,0.60,0.30,0.00,0.00,0.00,0.30,0.30,0.20,0.40,0.80,0.50,0.00,0.00,0.00,0.30,0.60,0.00,0.00,0.00,0.50,0.00,disconnected(0.80)|month-end(0.80)|ai-roi(0.60)
Corpay Complete - That's time well spent,244,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.30,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.30,0.00,cashflow(0.80)|disconnected(0.60)|month-end(0.60)
Crescit Pay,210,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.60,0.00,0.00,0.00,0.30,0.00,0.00,0.70,0.00,0.30,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,cross-border(0.80)|frs102(0.70)|ai-roi(0.60)
Crowe,124,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.30,0.20,0.60,0.40,0.00,0.80,0.00,0.30,0.60,0.60,0.00,0.20,0.00,0.00,0.30,0.00,0.00,0.50,0.80,0.30,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,disconnected(0.80)|month-end(0.80)|chasing(0.60)
Cybernet Secure Ltd,501A,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,cyber(1.00)|defensible-files(0.70)|aml(0.30)
Diligentsia,131,0.30,0.80,0.00,0.00,0.60,0.00,0.00,0.30,0.80,0.60,0.70,0.00,0.30,0.70,0.80,0.80,0.60,0.30,0.00,0.00,0.00,0.30,0.30,0.00,0.40,0.60,0.00,0.00,0.00,0.00,0.00,0.70,0.80,0.00,0.00,0.00,0.00,ai-data-mess(0.80)|docs(0.80)|advisory(0.80)
DocuWare,320,0.30,0.80,0.30,0.00,0.00,0.00,0.00,0.60,1.00,0.60,0.80,0.30,0.60,0.30,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.60,0.30,0.00,0.60,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,docs(1.00)|ai-data-mess(0.80)|defensible-files(0.80)
ERGOS Technologies Limited,415,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.30,0.20,0.00,0.00,0.00,0.30,0.80,0.00,0.00,0.00,0.30,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,cyber(0.80)|ai-start(0.30)|disconnected(0.30)
Fathom,535,0.60,0.70,0.20,0.00,0.80,0.00,0.00,0.30,0.20,0.00,0.00,0.00,0.70,0.80,1.00,0.90,0.30,0.40,0.00,0.00,0.00,0.20,0.30,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,advisory(1.00)|advisory-charge(0.90)|margin(0.80)
Fieldguide,311,0.60,0.30,0.00,0.00,0.70,0.60,0.50,0.60,0.30,0.00,0.80,0.00,0.40,0.80,0.70,0.30,0.00,0.50,0.00,0.00,0.50,0.00,0.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,defensible-files(0.80)|ai-roi(0.80)|margin(0.70)
FinQuery,144,0.30,0.60,0.00,0.00,0.30,0.00,0.30,0.40,0.60,0.00,0.70,0.00,0.70,0.60,0.30,0.20,0.00,0.30,0.00,0.00,1.00,0.00,0.40,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,frs102(1.00)|month-end(1.00)|defensible-files(0.70)
FinTags | Xberra Accounts,345,0.30,0.80,0.60,0.00,0.30,0.00,0.00,0.40,0.70,0.00,0.60,0.00,0.30,0.50,0.00,0.00,0.00,0.20,0.00,0.50,0.00,0.00,0.30,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ai-data-mess(0.80)|docs(0.70)|month-end(0.70)
Fishbowl,565,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
GenFinance.AI: The GenAI Bar,414,0.90,0.30,0.00,0.00,0.20,0.60,0.50,0.40,0.00,0.20,0.00,0.00,0.30,0.80,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.60,0.90,0.00,0.30,0.00,0.80,0.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,ai-team(0.95)|ai-start(0.90)|ai-skills(0.90)
Global Credit Recoveries,130,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.30,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.70,0.00,0.60,0.00,chasing(0.80)|cashflow(0.80)|outsource(0.70)
Hornblower Business Brokers,226,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,1.00,0.00,0.30,0.30,0.00,exit(1.00)|advisory-charge(0.60)|pe(0.60)
Institute of Financial Operations and Leadership,100,0.00,0.00,0.00,0.00,0.00,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.80,0.70,0.60,0.30,0.00,0.00,0.00,0.00,0.00,0.00,cpd(0.80)|career(0.70)|retention(0.60)
Laurel,521,0.30,0.60,0.00,0.00,0.80,0.00,0.30,0.60,0.00,0.00,0.00,0.00,0.30,0.80,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,margin(0.80)|ai-roi(0.80)|ai-data-mess(0.60)
Lucanet,420,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.30,0.40,0.00,0.50,0.00,0.80,0.70,0.00,0.00,0.00,0.40,0.30,0.00,0.60,0.00,0.50,0.30,0.00,0.80,0.60,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.30,0.00,disconnected(0.80)|month-end(0.80)|ai-roi(0.70)
Metro Bank,214,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.60,0.00,bankfeeds(0.60)|cashflow(0.60)|cross-border(0.60)
Mindful Education,221,0.00,0.00,0.00,0.00,0.00,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,1.00,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,cpd(1.00)|ai-skills(0.80)|retention(0.60)
MRC (UK) LTD,240,0.30,0.60,0.00,0.00,0.30,0.00,0.00,0.40,0.50,0.60,0.30,0.00,0.70,0.30,0.40,0.70,0.70,0.20,0.00,0.00,0.00,0.70,0.20,0.30,0.50,0.40,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,disconnected(0.70)|advisory-charge(0.70)|winning(0.70)
Neum Insolvency,120,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.80,0.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.30,0.00,0.00,0.30,0.00,advisory(0.80)|advisory-charge(0.80)|defensible-files(0.60)
New Results,440,0.00,0.00,0.00,0.00,0.60,0.00,0.80,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,1.00,0.80,1.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,cpd(1.00)|leadership(1.00)|retention(0.80)
Nolan Business Solutions,531,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.30,0.40,0.00,0.50,0.00,0.80,0.50,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.40,0.30,0.00,1.00,0.60,0.30,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.30,0.00,month-end(1.00)|disconnected(0.80)|cashflow(0.70)
Octopus Electric Vehicles,541,0.00,0.00,0.00,0.00,0.30,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,hiring(0.60)|retention(0.60)|margin(0.30)
OneTouch Leasing,344,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,frs102(1.00)
Paraglide,501B,0.60,0.30,0.00,0.00,0.40,0.00,0.00,0.50,0.20,0.80,0.30,0.00,0.30,0.70,0.00,0.00,0.00,0.40,0.20,0.00,0.00,0.10,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.20,0.00,0.00,0.00,chasing(0.80)|cashflow(0.80)|ai-roi(0.70)
Payhawk,310,0.30,0.20,0.00,0.00,0.40,0.00,0.00,0.30,0.20,0.20,0.40,0.00,0.60,0.30,0.00,0.00,0.00,0.20,0.30,0.00,0.00,0.30,0.50,0.00,0.20,0.60,0.40,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.30,0.00,disconnected(0.60)|month-end(0.60)|ai-govern(0.50)
Quadient,444,0.30,0.20,0.00,0.00,0.60,0.00,0.00,0.40,0.30,0.70,0.20,0.00,0.50,0.40,0.00,0.00,0.00,0.20,0.30,0.00,0.00,0.60,0.20,0.00,0.30,0.50,0.40,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.20,0.00,cashflow(0.80)|chasing(0.70)|margin(0.60)
Rsult,340,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.20,0.30,0.40,0.20,0.00,0.60,0.00,0.30,0.60,0.60,0.00,0.20,0.00,0.30,0.30,0.00,0.00,0.40,0.80,0.30,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.20,0.00,month-end(0.80)|disconnected(0.60)|advisory-charge(0.60)
ScaleXP,545,0.30,0.70,0.00,0.00,0.40,0.00,0.00,0.40,0.30,0.00,0.20,0.00,0.60,0.60,0.10,0.40,0.30,0.20,0.00,0.00,0.00,0.20,0.10,0.00,0.00,1.00,0.10,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,month-end(1.00)|ai-data-mess(0.70)|disconnected(0.60)
Sequence,315,0.30,0.00,0.00,0.00,0.60,0.00,0.00,0.30,0.00,0.80,0.30,0.00,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,chasing(0.80)|cashflow(0.80)|margin(0.60)
Sis ID,430,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.60,0.00,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.30,0.60,0.60,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.30,0.00,aml(0.80)|cyber(0.70)|cashflow(0.70)
